Rrs_blue,Rrs_green,Rrs_red,Rrs_nir,Chlorophyll_a
0.003650383352388795,0.0014810470389078284,0.01100434291780087,0.00971384885372257,0.6032477685841567
0.006550748322169145,0.015850698690679146,0.010242763274048237,0.0009100191635304731,2.6396759131366316
0.007960875022580142,0.0075683774807402005,0.004919074557243199,0.008965859580131675,0.9269775573319644
0.009665329700123682,0.019710010921874046,0.014368113929284717,0.005513160536319849,2.3453333264888956
0.01591834326646726,0.006056626441144752,0.011330556833740759,0.009933165563133353,0.8571999468221492
0.004793801861008835,0.021037194404971513,0.008760956735159609,0.0012010673649862891,3.091516258970346
0.010770454329858622,0.012215325042715584,0.009564090447280932,0.005761615701812547,0.9874619048590093
0.012255876808378807,0.0281651696733653,0.006874400873989058,0.00970837408838144,1.0935322748019527
0.0018825578416799566,0.004988107380233804,0.004468233853016204,0.005469429519616414,1.603957370623223
0.01254335218612733,0.010890924180457496,0.005983617501117661,0.006479287062284993,0.7658217971924958
0.004239958350058539,0.004290732115977082,0.011609845546501168,0.007109612545353862,0.8251864559924997
0.002235980266720311,0.02781611493007832,0.0012015088408165822,0.004818140115293846,2.5423612553601003
0.01902882520781333,0.026442841248048448,0.002625016967096827,0.006461801760798603,0.7681633031055966
0.019347008628416627,0.008480307203739513,0.0016440369883045384,0.006050985963269452,0.8475995614366967
0.01635954961421276,0.02013953733499119,0.001570203232465582,0.009061001099664396,0.9577668212741779
0.006787661614294043,0.024699443805835258,0.0129764481761541,0.0009317406132438497,3.2288006793513606
0.0028557701661212935,0.017100823536384407,0.010851210031320332,0.003169150301126188,3.4260581295185655
0.01400042750373098,0.016359866772324188,0.007638433607222552,0.009528909098727308,1.0496901504112979
0.009362897381052424,0.008013716436113098,0.0023696782491140203,0.008957505946963705,0.5368510358595782
0.0033187264620507975,0.003699980266371077,0.007882622251635652,0.004828739151464272,1.4692371050191517
0.010408361292114133,0.027019256980646476,0.007628604790927919,0.0063912596791145995,1.7770161238998081
0.0016533819011891496,0.027112123657736582,0.0034248261787402125,0.0031351212383207605,3.9142093838492227
0.01827708763949686,0.01935994226092477,0.007073923089331622,0.0022871510173757322,1.2518785614574195
0.0059168196504003215,0.010831863940412318,0.006579066281563227,0.00490513484692983,1.2597382177138345
0.013587923402725657,0.011127077663767165,0.009621901372731029,0.0038568461662475016,0.8099150384590044
0.006922510445698808,0.022052714687236942,0.009891311112147014,0.006044733062583284,2.15481977652466
0.010881292402378406,0.027016197538624734,0.0016342561368086232,0.001238479051167356,2.047435200658131
0.011387495307522314,0.0267255063036884,0.006244576604770596,0.009756750672828583,1.1214487200091734
0.004512234654985014,0.023616390829871093,0.009762038819999309,0.009869002072556228,2.3953755527546186
0.019422107927526612,0.019618917738474344,0.008043907620121228,0.007132536283187579,0.8993895200543237
0.015727523643861176,0.003440058984856416,0.01299085777663651,0.005592915480269144,0.45611960885539427
0.018850479889719593,0.005687232708743799,0.010221710842665228,0.0034405123547201137,0.5644405174772714
0.018001719658125328,0.027058071467285297,0.0032810819791400155,0.008231052687216012,0.8472102798729969
0.012360099597410617,0.01858644273012811,0.0019879624636060175,0.0070049461392618535,0.9629126571820038
0.01851561046543922,0.0012667144968822597,0.00999386989488842,0.0020448609237764676,0.19304968560648367
0.0026813575389864706,0.003942674743114931,0.0013711583475827054,0.009153808252691504,0.8835892285607992
0.004723674385963758,0.020241551304133618,0.009200858137828484,0.008314103807770106,2.1023929433978927
0.0018593184893002232,0.0011467859315403418,0.014163223379949404,0.009523099176273279,0.8024494333706237
0.007181276284502022,0.005663433491107461,0.009056638490262305,0.00739433532968942,0.7432975775744939
0.008384868504100158,0.016913279891630998,0.006434378966891306,0.006327444361390003,1.3096673430649557
0.0061556316037040225,0.021064960733088105,0.010006035058192943,0.00447330884476088,2.324132872213474
0.01674601267388666,0.019906876525575413,0.0074155404668812324,0.009360920591863126,1.140847849763189
0.007778313207178196,0.007503809974356233,0.008638635050423088,0.00872760695025388,0.7846742619612557
0.006337755684060234,0.021653197419078538,0.01418050732287135,0.0009295773660087993,3.207544985653269
0.011311225580006721,0.0078802235374072,0.006405436929210839,0.0007504862577238941,1.4318866940427417
0.0036775602745204904,0.010436591246618762,0.014456667893534798,0.004076401985341471,1.836108668921308
0.016241742634326754,0.0226482507484227,0.013674908987384892,0.008200256642427413,1.416710216727294
0.002416462229915646,0.019839354072369225,0.00374107588705015,0.009879123228491972,2.2270263176274514
0.019750851795409828,0.02562747890433116,0.0019710582122523163,0.0019289604654835178,1.2581440408788749
0.01567265061663649,0.020070773876709958,0.0024108920192839733,0.006144241795845284,0.7858880356771256
0.004775597949149276,0.017480949496728678,0.0012551055591216963,0.004118463137994704,1.1475664081952996
0.0011049202253484455,0.0037165682670146816,0.0023222014505829974,0.00971418677923873,1.0520317205563445
0.01649376714064185,0.011663758288723573,0.010562094827828994,0.008500129769789233,0.8878792621730507
0.014430289533104726,0.008690868662770038,0.0019966410784432054,0.00846412269475581,0.6332945063584849
0.014851136192778759,0.008075699657993422,0.005465658824112657,0.004952585018052218,0.5712310747210687
0.01565413658703297,0.02921730608782092,0.012828254353572363,0.00444078527220782,1.8167862945319693
0.0024068483829477166,0.01239983401533605,0.0013258071003015622,0.003097367183341709,1.5831913234249888
0.007810848842341179,0.026869350100136285,0.012402558756245099,0.0010355672181838077,3.0343005301537858
0.0032015121309774647,0.019303020153920623,0.004945966846827599,0.008714862574423006,1.9502643782656406
0.017398965091636277,0.024049527802707804,0.0026543075867031876,0.008222559586735737,0.8073683967485941
0.012842664409723599,0.015576475700050569,0.010754320315098109,0.00999731789621824,1.1269781779666888
0.007287062472200335,0.017730212654164412,0.009805199854918376,0.009968049952202102,1.3826294132187331
0.002207608655434449,0.015283013120747053,0.013284608189378742,0.00577660120322496,3.031072513777409
0.0069086641125975816,0.00666204664614329,0.0112909946132544,0.00780538044421485,1.2585005924802073
0.007178483118508194,0.021951111342583655,0.01224873302538788,0.009475274433883067,1.7254435959282568
0.014862517388423216,0.009142398510784817,0.004948484015998291,0.00857165021143541,0.86983110718271
0.01311359195574905,0.0017051630265121614,0.003484153612916119,0.0028498069665603776,0.14944499132758945
0.017857042108950203,0.019718696581307867,0.011508606522972014,0.004780169285445888,1.3586699400194955
0.009972083578077037,0.006136209702804419,0.012295686349741694,0.0017270144439392023,1.4498920582655945
0.0032722906728277325,0.028273298946234513,0.014867071988009423,0.009563484758957862,2.7162560105263633
0.014551650957236904,0.028663928733075033,0.00677664747675997,0.006258659027283361,1.2666173966521657
0.01545491592372105,0.027531067316393005,0.006208253201098964,0.0026721066522828957,1.695211580282393
0.01166426675382043,0.011734602307407888,0.011869781450387955,0.006881156501855638,1.0779572045751125
0.015648376419136658,0.0014482418793371555,0.005771249563542249,0.0063722182843500095,0.3724800664018996
0.010382116330923424,0.027921238315044034,0.014030602558449904,0.0039025458213119845,1.9974180383487687
0.010931923758257887,0.013417340301202115,0.013017778525802163,0.0015787971258964756,1.7066967212991315
0.009123279348812442,0.029032989752266418,0.007005916383250256,0.006879945358131596,1.7592493692617677
0.0014829634081378086,0.02894497933558833,0.011512194949080963,0.0054429231585860355,5.3655557407158865
0.0030499371128727844,0.025737274208553443,0.011563600237185553,0.007837024721488573,3.1908448003947885
0.0015971545280479508,0.009539017870017985,0.0024437341637030567,0.005441553260563937,2.1498266635831933
0.013091797814011829,0.01216783412945583,0.01363574069351393,0.008595724253026132,0.9748954298322232
0.006972763640450207,0.025682963473988848,0.008073533214269998,0.005743114968357612,1.9569653896735837
0.01066284313212935,0.010190738149532051,0.01257040452550838,0.005828910729586169,1.0535246656555117
0.018243763004595768,0.005915289653896682,0.005480694414428564,0.008828209225254277,0.5965251393252962
0.005736552353828624,0.017147236611292156,0.013537325198946806,0.004333087229017772,2.087097320373148
0.008797275537676966,0.028148488450662645,0.006448823502278283,0.0017731446702810869,2.3737531389829067
0.015355471632317923,0.021184864103574216,0.0011517271207241771,0.0007734354249767203,1.6870194062764434
0.005347165144340827,0.017531773932591584,0.013675347669869688,0.007673803928899381,2.2067535526373536
0.002462618286747067,0.0038181183193522874,0.0022780134750058694,0.006392940737857913,0.9477668790047405
0.006505277605361593,0.01883520957427592,0.005470390926265807,0.0071887577969426235,1.8513528596266609
0.004063204457826083,0.029711561653023633,0.014300867538711268,0.002523159534334652,3.7440939553222075
0.01866425539450889,0.005062436441859197,0.014308500057125785,0.0017955290180743128,0.38115310163716626
0.01635428721172392,0.016031559918548363,0.009028130433726005,0.0006381743238448784,1.4802967186095866
0.013034671373698046,0.026443819085910706,0.00984572097037719,0.003830581808662671,1.3461590943500867
0.017557751213566637,0.022482289914871927,0.007278237307696476,0.006104218025119014,1.101798370459346
0.016269769461083175,0.021213456488862772,0.005104950803772903,0.004226318428447457,1.1895094575527385
0.004544831118834681,0.021372038435626167,0.005601303635178823,0.004656011759225425,2.585477034459173
0.01795862097130958,0.011425243385372898,0.010415258385078535,0.00908950759769061,0.8850236471144882
0.011247502596397365,0.009514163483670308,0.011533243412127518,0.0038084269367213534,1.1040649973089858
0.016341362948117187,0.024471473508876893,0.012082106612161879,0.005382900147018203,1.604385501705164
0.01802573469854637,0.024493288445696242,0.012054653999123754,0.007944703621040859,0.8248191969589527
0.007042066024465414,0.026145097238823006,0.002276885442681665,0.004267156432052066,1.7464837574466032
0.0030909865660258586,0.027483976024137668,0.00792188426583614,0.006409823652164798,3.265084880935145
0.005330768088296892,0.015828929566967194,0.00180582264023302,0.008692455233094079,0.9627369229403178
0.00911504798389887,0.015543972545928788,0.008693404352532297,0.0095204459247476,1.511105156344941
0.016542280552527367,0.024150560190036478,0.0071814270192272775,0.0018971980688258603,1.644531659378232
0.017353881081870526,0.01984895399255519,0.013427858558616196,0.009302582439034196,1.0678783525159512
0.0011320904800926233,0.021357039440473395,0.0059128101757291015,0.005175104784255613,4.587275860439932
0.01070419874897375,0.02407798741364693,0.0026389382299864816,0.0029533216888401044,1.9205529267824217
0.008930809059826801,0.02681015491270942,0.003001883548739702,0.004861789684263483,1.609717634595229
0.005220048398943875,0.010801859548694538,0.011661148844044612,0.009810309465212032,1.5387436401029213
0.003277441979339973,0.011891905626558376,0.009655052886427654,0.005179871892932262,2.0656007166064505
0.007414688256668931,0.003725476255385201,0.0024157174657190635,0.003623140297731328,0.4836681581161145
0.018915284374337864,0.017770124088889044,0.0021774952856099643,0.006517308116008895,0.9444918253487486
0.007140855708394349,0.0020423259401055206,0.010813567840427678,0.002781383378392834,0.5304469663890798
0.010857021813123955,0.014502342525841344,0.0020186820890987093,0.0012207016170323072,1.2923854991635457
0.01435736021900838,0.01673669440651972,0.012506040830064985,0.0017243573581511677,1.5091766609082098
0.007908962445206585,0.009309696311720246,0.010887391180190945,0.0017164354700988382,1.6656789043808482
0.019463859571698255,0.01813416455650131,0.002138882928986597,0.0019430755883667963,1.050684071726533
0.019286498603900113,0.0018845072482324334,0.0021877279971926865,0.0018188581401693963,0.5318559037196865
0.005783863620681919,0.002083097473727218,0.014812954099016454,0.006588310075630538,0.603695397373222
0.010447721611955323,0.024855416259130087,0.006239791140585684,0.002227860801791876,1.8412297121597552
0.006716687886518623,0.011445528600926624,0.006188990058936472,0.0037838391915767005,1.2446295250551207
0.006411969393171885,0.0046847548669046585,0.012379193941605034,0.009019489894107113,0.8217877863212589
0.001700851999736123,0.016145054541589324,0.01426148008337402,0.005002635582497287,3.874550624310293
0.012581722345618041,0.023329813039859714,0.014804014893520193,0.006841798515949758,1.7404106394734178
0.010550901441348369,0.0072588097974084515,0.011547294593625183,0.0021370387764154835,0.9778756494685793
0.0019780962737497975,0.019063823798751007,0.00626763419743282,0.0023267456786823723,3.958802278818823
0.006294282820495617,0.0034750764848192717,0.0021690100337813626,0.0008882518545315492,1.1594162869860725
